Test	SubjID	Activity	Avg_time_Body_Acceleration_Mean()_along_Xaxis	Avg_time_Body_Acceleration_Mean()_along_Yaxis	Avg_time_Body_Acceleration_Mean()_along_Zaxis	Avg_time_Body_Acceleration_StandardDev()_along_Xaxis	Avg_time_Body_Acceleration_StandardDev()_along_Yaxis	Avg_time_Body_Acceleration_StandardDev()_along_Zaxis	Avg_time_Gravity_Acceleration_Mean()_along_Xaxis	Avg_time_Gravity_Acceleration_Mean()_along_Yaxis	Avg_time_Gravity_Acceleration_Mean()_along_Zaxis	Avg_time_Gravity_Acceleration_StandardDev()_along_Xaxis	Avg_time_Gravity_Acceleration_StandardDev()_along_Yaxis	Avg_time_Gravity_Acceleration_StandardDev()_along_Zaxis	Avg_time_Body_AccelerationJerk_Mean()_along_Xaxis	Avg_time_Body_AccelerationJerk_Mean()_along_Yaxis	Avg_time_Body_AccelerationJerk_Mean()_along_Zaxis	Avg_time_Body_AccelerationJerk_StandardDev()_along_Xaxis	Avg_time_Body_AccelerationJerk_StandardDev()_along_Yaxis	Avg_time_Body_AccelerationJerk_StandardDev()_along_Zaxis	Avg_time_BodyGyro_Mean()_along_Xaxis	Avg_time_BodyGyro_Mean()_along_Yaxis	Avg_time_BodyGyro_Mean()_along_Zaxis	Avg_time_BodyGyro_StandardDev()_along_Xaxis	Avg_time_BodyGyro_StandardDev()_along_Yaxis	Avg_time_BodyGyro_StandardDev()_along_Zaxis	Avg_time_BodyGyroJerk_Mean()_along_Xaxis	Avg_time_BodyGyroJerk_Mean()_along_Yaxis	Avg_time_BodyGyroJerk_Mean()_along_Zaxis	Avg_time_BodyGyroJerk_StandardDev()_along_Xaxis	Avg_time_BodyGyroJerk_StandardDev()_along_Yaxis	Avg_time_BodyGyroJerk_StandardDev()_along_Zaxis	Avg_time_Body_Acceleration_Magnitude_Mean()	Avg_time_Body_Acceleration_Magnitude_StandardDev()	Avg_time_Gravity_Acceleration_Magnitude_Mean()	Avg_time_Gravity_Acceleration_Magnitude_StandardDev()	Avg_time_Body_AccelerationJerk_Magnitude_Mean()	Avg_time_Body_AccelerationJerk_Magnitude_StandardDev()	Avg_time_BodyGyro_Magnitude_Mean()	Avg_time_BodyGyro_Magnitude_StandardDev()	Avg_time_BodyGyroJerk_Magnitude_Mean()	Avg_time_BodyGyroJerk_Magnitude_StandardDev()	Avg_freq_Body_Acceleration_Mean()_along_Xaxis	Avg_freq_Body_Acceleration_Mean()_along_Yaxis	Avg_freq_Body_Acceleration_Mean()_along_Zaxis	Avg_freq_Body_Acceleration_StandardDev()_along_Xaxis	Avg_freq_Body_Acceleration_StandardDev()_along_Yaxis	Avg_freq_Body_Acceleration_StandardDev()_along_Zaxis	Avg_freq_Body_Acceleration_MeanFreq()_along_Xaxis	Avg_freq_Body_Acceleration_MeanFreq()_along_Yaxis	Avg_freq_Body_Acceleration_MeanFreq()_along_Zaxis	Avg_freq_Body_AccelerationJerk_Mean()_along_Xaxis	Avg_freq_Body_AccelerationJerk_Mean()_along_Yaxis	Avg_freq_Body_AccelerationJerk_Mean()_along_Zaxis	Avg_freq_Body_AccelerationJerk_StandardDev()_along_Xaxis	Avg_freq_Body_AccelerationJerk_StandardDev()_along_Yaxis	Avg_freq_Body_AccelerationJerk_StandardDev()_along_Zaxis	Avg_freq_Body_AccelerationJerk_MeanFreq()_along_Xaxis	Avg_freq_Body_AccelerationJerk_MeanFreq()_along_Yaxis	Avg_freq_Body_AccelerationJerk_MeanFreq()_along_Zaxis	Avg_freq_BodyGyro_Mean()_along_Xaxis	Avg_freq_BodyGyro_Mean()_along_Yaxis	Avg_freq_BodyGyro_Mean()_along_Zaxis	Avg_freq_BodyGyro_StandardDev()_along_Xaxis	Avg_freq_BodyGyro_StandardDev()_along_Yaxis	Avg_freq_BodyGyro_StandardDev()_along_Zaxis	Avg_freq_BodyGyro_MeanFreq()_along_Xaxis	Avg_freq_BodyGyro_MeanFreq()_along_Yaxis	Avg_freq_BodyGyro_MeanFreq()_along_Zaxis	Avg_freq_Body_Acceleration_Magnitude_Mean()	Avg_freq_Body_Acceleration_Magnitude_StandardDev()	Avg_freq_Body_Acceleration_Magnitude_MeanFreq()	Avg_freq_BodyBody_AccelerationJerk_Magnitude_Mean()	Avg_freq_BodyBody_AccelerationJerk_Magnitude_StandardDev()	Avg_freq_BodyBody_AccelerationJerk_Magnitude_MeanFreq()	Avg_freq_BodyBodyGyro_Magnitude_Mean()	Avg_freq_BodyBodyGyro_Magnitude_StandardDev()	Avg_freq_BodyBodyGyro_Magnitude_MeanFreq()	Avg_freq_BodyBodyGyroJerk_Magnitude_Mean()	Avg_freq_BodyBodyGyroJerk_Magnitude_StandardDev()	Avg_freq_BodyBodyGyroJerk_Magnitude_MeanFreq()
1	 4	WALKING_DOWNSTAIRS	0.2800	-0.009802	-0.10678	 0.011194	-0.218598	-0.479186	 0.9477	-0.062085	 0.148715	-0.9553	-0.9321	-0.9378	0.09719	 0.005637802	-0.00729138	-0.145760	-0.146242	-0.62665	-0.1028388	-0.070403	 0.0592639	-0.37024	-0.699454	-0.49848	-0.09213	-0.03484	-0.049284	-0.39600	-0.81686	-0.325780	-0.0491617	-0.08196	-0.0491617	-0.08196	-0.228851	-0.21686	-0.346606	-0.38057	-0.59284	-0.63708	-0.07224	-0.129607	-0.49468	 0.039010	-0.322531	-0.51269	-0.34228570	 0.2135817	 0.0478376	-0.161633	-0.172942	-0.58392	-0.208250	-0.177202	-0.668867	-0.179115	-0.181293185	-0.169702	-0.24030	-0.71755	-0.31831	-0.4149	-0.69152	-0.62166	-0.127145	-0.185486	 0.3770741	-0.019074	-0.2636440	 0.1010782	-0.1752953	-0.28043	 0.0926237	-0.4292134	-0.45767	 0.0600292	-0.62175	-0.68547	 0.1444369
1	 4	  WALKING_UPSTAIRS	0.2709	-0.031980	-0.11422	-0.204933	-0.066690	-0.372138	 0.9463	-0.232944	 0.084168	-0.9585	-0.9234	-0.9196	0.05610	 0.023401899	 0.00340281	-0.380488	-0.281543	-0.72650	 0.0393825	-0.085947	 0.0843754	-0.45443	-0.551186	-0.36081	-0.13147	-0.03905	-0.072250	-0.53367	-0.84072	-0.556237	-0.1537039	-0.21201	-0.1537039	-0.21201	-0.400922	-0.43726	-0.299779	-0.51097	-0.68698	-0.75527	-0.29449	-0.117109	-0.52466	-0.173217	-0.101434	-0.34511	-0.48681175	-0.0662348	-0.2305367	-0.418305	-0.297805	-0.69011	-0.396763	-0.314525	-0.762772	-0.379654	-0.392701926	-0.319649	-0.37107	-0.68431	-0.35077	-0.4835	-0.48982	-0.42453	-0.206073	-0.491528	-0.1301342	-0.276825	-0.3010059	-0.1080172	-0.3974063	-0.49732	 0.0497463	-0.5757941	-0.55249	-0.1502745	-0.74075	-0.79421	 0.1795170
1	 9	          STANDING	0.2823	-0.020045	-0.09527	-0.975741	-0.938636	-0.919296	 0.9613	-0.010384	 0.009148	-0.9891	-0.9726	-0.9322	0.07600	 0.013069980	-0.00470079	-0.969973	-0.963849	-0.97058	-0.0291831	-0.060810	 0.0992409	-0.92199	-0.946047	-0.93989	-0.09590	-0.04192	-0.057574	-0.94911	-0.97504	-0.969726	-0.9451675	-0.93611	-0.9451675	-0.93611	-0.969525	-0.96376	-0.921030	-0.90829	-0.96982	-0.96529	-0.97166	-0.944849	-0.94169	-0.977579	-0.938790	-0.91390	-0.10571168	-0.0037872	 0.0001654	-0.971314	-0.962624	-0.96713	-0.971279	-0.968235	-0.972589	-0.023504	-0.098189403	-0.128068	-0.91697	-0.95451	-0.94151	-0.9247	-0.94195	-0.94494	-0.222858	-0.348960	-0.1657613	-0.946330	-0.9402655	 0.0235739	-0.9632429	-0.96359	 0.2005377	-0.9297691	-0.91091	-0.1749536	-0.96749	-0.96477	 0.0243651
1	 9	           SITTING	0.2483	-0.027017	-0.07538	-0.957228	-0.875141	-0.832002	 0.9163	-0.041426	 0.085263	-0.9553	-0.9465	-0.8859	0.07701	 0.009817397	-0.00867467	-0.964536	-0.956778	-0.96189	-0.0423289	-0.041427	 0.0807919	-0.95902	-0.919188	-0.93018	-0.09307	-0.04666	-0.052841	-0.96453	-0.97193	-0.968739	-0.8933617	-0.86376	-0.8933617	-0.86376	-0.964384	-0.95178	-0.903236	-0.90661	-0.97336	-0.96636	-0.95941	-0.911683	-0.89220	-0.956903	-0.867614	-0.81800	-0.10938384	-0.1200934	-0.1317489	-0.965596	-0.958007	-0.95753	-0.966660	-0.958523	-0.964941	 0.020398	-0.271900851	-0.267666	-0.95032	-0.93969	-0.94031	-0.9618	-0.91058	-0.93419	-0.128144	-0.359740	-0.1732422	-0.897718	-0.8691725	-0.0806134	-0.9530504	-0.94939	 0.0974700	-0.9344377	-0.90647	-0.1959701	-0.96832	-0.96600	 0.0315349
1	 9	            LAYING	0.2592	-0.020527	-0.10755	-0.942333	-0.916293	-0.940707	-0.5803	-0.119154	 0.957873	-0.9218	-0.9700	-0.9712	0.08807	 0.011561733	-0.00705368	-0.964740	-0.963997	-0.95856	-0.0136320	-0.158903	 0.1012750	-0.94225	-0.926619	-0.96160	-0.10385	-0.02755	-0.056949	-0.94533	-0.96217	-0.977076	-0.9308684	-0.91513	-0.9308684	-0.91513	-0.963375	-0.95503	-0.907125	-0.89856	-0.96452	-0.95280	-0.94687	-0.934367	-0.94592	-0.940981	-0.912837	-0.94197	-0.44596278	-0.2153368	 0.1781073	-0.964304	-0.964083	-0.95591	-0.968601	-0.966634	-0.959715	-0.085031	-0.227093670	-0.094374	-0.93030	-0.93458	-0.95982	-0.9464	-0.92313	-0.96569	-0.230699	-0.321207	-0.0551254	-0.926604	-0.9219297	-0.0856091	-0.9543206	-0.95509	 0.1670030	-0.9186053	-0.90340	-0.2063436	-0.95581	-0.95229	-0.0162014
1	 9	           WALKING	0.2785	-0.018089	-0.11082	-0.238354	-0.201697	-0.057964	 0.9519	-0.031434	-0.115856	-0.9810	-0.9712	-0.9555	0.07044	 0.021225591	 0.00414763	-0.206734	-0.276930	-0.40976	-0.0808361	-0.062560	 0.1116298	-0.47616	-0.467054	-0.26568	-0.08092	-0.03563	-0.063341	-0.52699	-0.54920	-0.457881	-0.0980840	-0.37943	-0.0980840	-0.37943	-0.203734	-0.31711	-0.294542	-0.48973	-0.51025	-0.59987	-0.29471	-0.257678	-0.25081	-0.218020	-0.223973	-0.03380	-0.31072756	 0.0213195	 0.0237832	-0.314265	-0.367707	-0.39954	-0.170228	-0.228380	-0.419104	-0.378291	-0.389047304	-0.366570	-0.38368	-0.43691	-0.24022	-0.5074	-0.49099	-0.34237	-0.200625	 0.016482	-0.1521037	-0.318801	-0.5138920	 0.1616730	-0.3168707	-0.32234	 0.1592399	-0.5137975	-0.56271	 0.1274162	-0.60258	-0.62435	 0.2432222
1	 9	WALKING_DOWNSTAIRS	0.2959	-0.020399	-0.09103	 0.213392	-0.208311	-0.007715	 0.9384	-0.035230	-0.082276	-0.9521	-0.9363	-0.8766	0.13019	-0.020686597	 0.00262569	 0.017623	-0.309442	-0.35951	-0.0916383	-0.071260	 0.1168044	-0.39643	-0.340765	-0.27969	-0.09459	-0.05976	-0.067808	-0.50967	-0.44860	-0.417240	 0.1458864	 0.26512	 0.1458864	 0.26512	-0.162376	 0.03991	-0.168921	-0.32233	-0.46903	-0.45586	 0.10313	-0.183120	-0.10371	 0.250489	-0.273561	-0.03495	-0.44063391	 0.0625058	-0.0424267	-0.064535	-0.313643	-0.29368	 0.009382	-0.355982	-0.425377	-0.434022	-0.232042826	-0.330318	-0.32504	-0.31251	-0.25069	-0.4236	-0.36428	-0.35656	-0.165224	-0.003517	-0.1151920	 0.222204	 0.0888672	-0.0498274	 0.0071688	 0.07055	-0.0824505	-0.3475402	-0.42417	 0.0656782	-0.46317	-0.48516	 0.1320210
1	 9	  WALKING_UPSTAIRS	0.2624	-0.019510	-0.12522	-0.361444	-0.302206	-0.253434	 0.9026	-0.037795	-0.266010	-0.9544	-0.9013	-0.8941	0.06923	 0.001266122	 0.00766047	-0.335292	-0.586147	-0.64730	-0.1639672	-0.041259	 0.1456946	-0.34398	-0.400859	-0.13818	-0.06847	-0.03028	-0.023633	-0.66042	-0.70860	-0.657114	-0.2607276	-0.40022	-0.2607276	-0.40022	-0.440668	-0.44549	-0.083323	-0.42584	-0.67284	-0.74865	-0.34274	-0.405023	-0.38471	-0.369816	-0.297641	-0.24408	-0.34121968	-0.2470862	-0.2152040	-0.402045	-0.608499	-0.61513	-0.327422	-0.590113	-0.677831	-0.427211	-0.529275972	-0.547022	-0.31394	-0.49916	-0.32770	-0.3616	-0.35203	-0.16555	-0.284882	-0.414946	-0.5074909	-0.372890	-0.5099295	-0.0019543	-0.4195331	-0.48494	 0.0257597	-0.5314827	-0.45684	-0.2599630	-0.73416	-0.78778	 0.1360012
1	10	          STANDING	0.2767	-0.015542	-0.10796	-0.978403	-0.919562	-0.941271	 0.9540	-0.043160	 0.034698	-0.9913	-0.9754	-0.9596	0.08098	 0.011900763	-0.00485841	-0.964311	-0.941329	-0.97643	-0.0281854	-0.087682	 0.1032516	-0.92990	-0.958861	-0.95368	-0.10475	-0.03716	-0.058416	-0.95037	-0.97645	-0.969051	-0.9519889	-0.93726	-0.9519889	-0.93726	-0.965164	-0.95206	-0.929787	-0.92049	-0.97164	-0.96441	-0.97010	-0.923379	-0.95527	-0.982949	-0.921860	-0.93810	 0.15912363	-0.0126234	 0.0776098	-0.963565	-0.942188	-0.97224	-0.968612	-0.944847	-0.979429	 0.253301	-0.187095243	 0.005629	-0.92401	-0.96032	-0.95092	-0.9323	-0.95840	-0.95890	-0.281787	-0.164082	-0.0988874	-0.940110	-0.9450482	 0.0902455	-0.9516337	-0.95211	 0.1973195	-0.9377867	-0.92296	-0.2264926	-0.96561	-0.96506	 0.0133897
1	10	           SITTING	0.2706	-0.015043	-0.10425	-0.982902	-0.917980	-0.967827	 0.7919	-0.041261	 0.202535	-0.9731	-0.9357	-0.9669	0.07754	 0.008978755	-0.00499566	-0.988946	-0.980757	-0.98826	-0.0432432	-0.067999	 0.0745959	-0.98887	-0.984373	-0.96045	-0.09316	-0.04112	-0.048941	-0.99233	-0.99258	-0.990260	-0.9607572	-0.93967	-0.9607572	-0.93967	-0.988054	-0.98521	-0.944202	-0.96306	-0.99371	-0.99170	-0.98494	-0.940450	-0.97464	-0.982242	-0.912838	-0.96612	-0.08261407	 0.0279320	 0.2336440	-0.989365	-0.980963	-0.98606	-0.989551	-0.982046	-0.989111	 0.193449	-0.026185927	 0.117531	-0.98648	-0.98618	-0.96540	-0.9897	-0.98358	-0.96242	 0.214105	 0.067725	-0.0844436	-0.955281	-0.9415120	 0.2215661	-0.9859008	-0.98327	 0.3247621	-0.9744597	-0.96246	 0.0058134	-0.99219	-0.99141	 0.3440085
1	10	            LAYING	0.2802	-0.024294	-0.11717	-0.968284	-0.946454	-0.959471	-0.4531	-0.139298	-0.031122	-0.9545	-0.9667	-0.9630	0.07382	 0.015698997	 0.00716690	-0.978007	-0.966931	-0.97626	-0.0195559	-0.077033	 0.1047205	-0.96171	-0.953660	-0.97194	-0.10031	-0.03888	-0.059074	-0.96590	-0.96662	-0.983949	-0.9567818	-0.94030	-0.9567818	-0.94030	-0.976234	-0.96756	-0.937591	-0.92747	-0.97083	-0.95963	-0.96918	-0.954342	-0.96430	-0.967968	-0.946229	-0.95981	-0.14052023	 0.2005541	 0.3173289	-0.979015	-0.968039	-0.97259	-0.978904	-0.968121	-0.978582	 0.048557	 0.042594230	 0.146113	-0.95379	-0.95467	-0.96976	-0.9645	-0.95345	-0.97530	 0.070758	 0.071313	 0.1576205	-0.950848	-0.9443050	 0.2603889	-0.9685611	-0.96538	 0.2128262	-0.9376926	-0.93370	 0.2165354	-0.96098	-0.96077	 0.2026247
1	10	           WALKING	0.2786	-0.017022	-0.10906	-0.178710	-0.022743	-0.395645	 0.9631	-0.083828	 0.054928	-0.9744	-0.9711	-0.9579	0.08579	 0.004082488	-0.01629532	-0.052199	 0.075080	-0.51166	 0.0106895	-0.081954	 0.0986696	-0.41421	-0.250853	-0.17452	-0.12271	-0.05192	-0.061126	-0.36606	-0.50968	-0.329079	-0.1274009	-0.18560	-0.1274009	-0.18560	-0.132625	 0.03761	-0.156459	-0.40203	-0.44036	-0.50103	-0.11419	 0.053391	-0.41218	-0.206366	-0.129776	-0.43530	-0.26332592	 0.2437975	 0.2589680	-0.107941	 0.030905	-0.46402	-0.079152	 0.048487	-0.558513	-0.260131	-0.148445687	 0.055799	-0.27791	-0.34521	-0.10853	-0.4583	-0.20439	-0.27329	-0.093367	-0.122110	-0.1298004	-0.093024	-0.3704719	 0.1795999	 0.0205190	 0.05021	-0.0712854	-0.4126169	-0.49976	 0.1291001	-0.51507	-0.51768	-0.0002340
1	10	WALKING_DOWNSTAIRS	0.2904	-0.020005	-0.11085	 0.295734	 0.004079	-0.183558	 0.9398	-0.064616	 0.041872	-0.9393	-0.9370	-0.9021	0.10096	 0.010782490	 0.00015262	 0.223276	-0.105020	-0.31819	-0.1248396	-0.106743	 0.0724434	-0.30475	-0.311408	-0.03530	-0.06438	-0.04894	-0.072041	-0.41699	-0.47165	-0.227137	 0.2508438	 0.15700	 0.2508438	 0.15700	 0.050701	 0.11088	-0.023847	-0.28038	-0.40185	-0.49411	 0.21567	 0.009047	-0.15773	 0.324958	-0.063334	-0.26869	-0.32167905	 0.0667193	 0.2570673	 0.181419	-0.119504	-0.24068	 0.156913	-0.153356	-0.396148	-0.236780	-0.297763024	 0.018982	-0.21435	-0.27250	 0.03914	-0.3395	-0.34324	-0.15039	-0.177216	-0.005560	-0.0448929	 0.220116	-0.0616743	 0.1644288	 0.1569780	 0.03803	 0.1252060	-0.3123475	-0.38778	 0.0774363	-0.48420	-0.54499	 0.1787731
1	10	  WALKING_UPSTAIRS	0.2671	-0.014385	-0.11818	-0.161592	-0.005553	-0.073874	 0.9319	-0.056567	 0.022753	-0.9592	-0.9370	-0.8647	0.06488	 0.026631428	-0.05133758	-0.187220	-0.177803	-0.60752	 0.0733447	-0.095460	 0.0879664	-0.30853	 0.041172	-0.32051	-0.15721	-0.03723	-0.036502	-0.42729	-0.60463	-0.482245	-0.0266623	-0.21154	-0.0266623	-0.21154	-0.262038	-0.22601	 0.043857	-0.11306	-0.52346	-0.61827	-0.13941	-0.039069	-0.30121	-0.171957	-0.051628	-0.03423	-0.30039093	-0.0035449	-0.2899694	-0.201214	-0.206873	-0.55323	-0.247598	-0.202796	-0.662894	-0.230338	-0.370854830	-0.328583	-0.21852	-0.23586	-0.26276	-0.3413	 0.17174	-0.40382	-0.235765	-0.421429	-0.1354787	-0.166867	-0.3614375	 0.0879050	-0.1535531	-0.33437	 0.1787349	-0.2653717	-0.16697	-0.1944473	-0.60058	-0.67129	 0.1585910
1	12	          STANDING	0.2774	-0.016900	-0.10553	-0.981244	-0.923140	-0.920685	 0.9573	-0.218865	-0.039538	-0.9853	-0.9705	-0.9395	0.07446	 0.010048004	-0.00788131	-0.972440	-0.953203	-0.97556	-0.0300030	-0.070008	 0.0742568	-0.88366	-0.941469	-0.95036	-0.09764	-0.04095	-0.048286	-0.95542	-0.97120	-0.973689	-0.9414599	-0.93523	-0.9414599	-0.93523	-0.968791	-0.96268	-0.888101	-0.85227	-0.96929	-0.96192	-0.97647	-0.932776	-0.94718	-0.983647	-0.922852	-0.91419	 0.06362376	-0.0493282	 0.0798245	-0.971972	-0.953292	-0.97112	-0.975581	-0.956666	-0.978793	 0.230673	-0.174967085	 0.011382	-0.89029	-0.94825	-0.95260	-0.8844	-0.93853	-0.95434	-0.241064	-0.143868	-0.1305390	-0.945218	-0.9397419	 0.0468989	-0.9608590	-0.96415	 0.1765987	-0.9023568	-0.85003	-0.2614966	-0.96306	-0.96291	 0.0162815
1	12	           SITTING	0.2750	-0.015789	-0.10631	-0.982569	-0.928581	-0.939662	 0.9262	 0.083051	 0.088564	-0.9852	-0.9636	-0.9562	0.07713	 0.010599050	-0.00204576	-0.976494	-0.964047	-0.97911	-0.0424159	-0.075198	 0.0728462	-0.97443	-0.960497	-0.95155	-0.09410	-0.03875	-0.051563	-0.97733	-0.97935	-0.977139	-0.9521766	-0.94752	-0.9521766	-0.94752	-0.974734	-0.97275	-0.941907	-0.94677	-0.98039	-0.97826	-0.97967	-0.942768	-0.95463	-0.983999	-0.926034	-0.93592	 0.03266997	 0.0024152	-0.0226159	-0.977110	-0.964236	-0.97555	-0.977980	-0.966539	-0.981409	 0.138130	-0.098733235	-0.056831	-0.96853	-0.96373	-0.95572	-0.9763	-0.95904	-0.95477	-0.062509	-0.194160	-0.0808451	-0.955944	-0.9506472	 0.0048784	-0.9717153	-0.97295	 0.2551915	-0.9585119	-0.94846	-0.1119822	-0.97848	-0.97926	 0.1612682
1	12	            LAYING	0.2601	-0.017520	-0.10816	-0.955319	-0.949072	-0.948334	-0.3786	 0.803379	 0.275043	-0.9365	-0.9744	-0.9596	0.08543	 0.007744083	-0.00437148	-0.969276	-0.962640	-0.97063	-0.0146547	-0.083554	 0.1451918	-0.96609	-0.953874	-0.95016	-0.09904	-0.04107	-0.067891	-0.96720	-0.96590	-0.969954	-0.9482047	-0.93654	-0.9482047	-0.93654	-0.969844	-0.96258	-0.930841	-0.93573	-0.97107	-0.96201	-0.95625	-0.951266	-0.95472	-0.955208	-0.950640	-0.94838	-0.23560719	 0.1913727	 0.1714740	-0.968743	-0.963223	-0.96715	-0.972820	-0.964704	-0.972714	 0.083907	-0.017661749	 0.023950	-0.95665	-0.95256	-0.94567	-0.9693	-0.95534	-0.95642	 0.010570	-0.019987	 0.0419799	-0.943867	-0.9421333	 0.0818084	-0.9624484	-0.96165	 0.1570651	-0.9454970	-0.94037	 0.0022062	-0.96395	-0.96191	 0.0227004
1	12	           WALKING	0.2771	-0.015561	-0.10316	-0.128899	-0.122783	-0.410606	 0.9669	-0.155983	-0.036084	-0.9791	-0.9646	-0.9503	0.04576	 0.019776695	 0.00502587	-0.013507	-0.089405	-0.51228	-0.1045137	-0.034429	 0.0999739	-0.54626	-0.449401	-0.35017	-0.06224	-0.04985	-0.046734	-0.39081	-0.58129	-0.480642	-0.1022046	-0.23697	-0.1022046	-0.23697	-0.144065	-0.02029	-0.355930	-0.41321	-0.51749	-0.54889	-0.05436	-0.071302	-0.42233	-0.160707	-0.208515	-0.45215	-0.26142601	 0.1491075	 0.1708029	-0.081620	-0.141374	-0.49139	-0.031059	-0.094056	-0.531486	-0.281107	-0.223460713	-0.182008	-0.40198	-0.46789	-0.31728	-0.5931	-0.44380	-0.42226	 0.020409	-0.025458	-0.0279041	-0.153116	-0.4088963	 0.2522678	-0.0299124	-0.01395	 0.0184495	-0.4425038	-0.49480	 0.1460754	-0.56118	-0.56493	 0.0777778
1	12	WALKING_DOWNSTAIRS	0.2815	-0.018084	-0.10956	 0.042408	 0.110835	-0.425017	 0.9499	-0.178702	-0.056105	-0.9595	-0.9433	-0.9354	0.06215	-0.011928915	 0.00485262	 0.006319	 0.062922	-0.49866	-0.1125316	-0.042734	 0.0895435	-0.36214	-0.476288	-0.33781	-0.02647	-0.06092	-0.065324	-0.27861	-0.51748	-0.365232	 0.0183139	 0.09726	 0.0183139	 0.09726	-0.107091	 0.06558	-0.213352	-0.32046	-0.44283	-0.45245	 0.02350	 0.150510	-0.40212	 0.048335	 0.016750	-0.48739	-0.33224917	 0.0793322	 0.2348333	-0.007015	 0.006394	-0.45161	-0.072311	 0.051512	-0.544461	-0.212788	-0.386695904	-0.098562	-0.17886	-0.42063	-0.21277	-0.4224	-0.51892	-0.44851	-0.054812	 0.110212	 0.0410165	 0.148017	-0.1051250	 0.0786150	 0.0769968	 0.04206	 0.0415244	-0.3449384	-0.42355	 0.1135404	-0.45823	-0.48678	 0.0658770
1	12	  WALKING_UPSTAIRS	0.2730	-0.026357	-0.10734	-0.290149	-0.103818	-0.436697	 0.9384	-0.259144	-0.070250	-0.9602	-0.9414	-0.9381	0.07287	-0.006894949	 0.00906663	-0.359857	-0.311329	-0.71934	-0.0931234	-0.041131	 0.0898023	-0.52666	-0.522950	-0.34961	-0.04556	-0.03354	-0.065317	-0.55000	-0.76120	-0.606412	-0.2291839	-0.28584	-0.2291839	-0.28584	-0.432469	-0.32983	-0.316562	-0.52569	-0.67497	-0.71341	-0.32145	-0.168342	-0.56084	-0.278930	-0.130176	-0.41860	-0.42023564	-0.1052697	-0.2172170	-0.385844	-0.333078	-0.68793	-0.390601	-0.335926	-0.750115	-0.331248	-0.380249905	-0.323446	-0.42636	-0.60471	-0.40608	-0.5605	-0.48392	-0.39610	-0.158314	-0.351128	-0.2245419	-0.290005	-0.3952851	-0.0011184	-0.3208845	-0.34657	 0.0842263	-0.5940325	-0.56444	-0.1070778	-0.71433	-0.73313	 0.0978624
1	13	          STANDING	0.2778	-0.016789	-0.11212	-0.991021	-0.949422	-0.967538	 0.9427	-0.239943	-0.052486	-0.9922	-0.9747	-0.9768	0.07586	 0.007620352	-0.00070498	-0.987636	-0.977704	-0.98693	-0.0295492	-0.075321	 0.0854712	-0.95558	-0.971722	-0.97344	-0.09812	-0.04129	-0.053926	-0.97847	-0.98098	-0.985177	-0.9715642	-0.96852	-0.9715642	-0.96852	-0.986800	-0.98187	-0.957825	-0.94498	-0.98364	-0.97620	-0.98943	-0.959428	-0.97757	-0.991818	-0.947180	-0.96405	 0.03280625	-0.0303584	 0.0874273	-0.988198	-0.977753	-0.98461	-0.988185	-0.979412	-0.987872	 0.237965	-0.047896000	 0.106886	-0.95715	-0.97291	-0.97439	-0.9558	-0.97143	-0.97553	-0.251063	-0.170676	-0.0652523	-0.972394	-0.9704454	 0.0936060	-0.9819775	-0.98062	 0.2987454	-0.9574888	-0.94686	-0.1165048	-0.97720	-0.97647	 0.1759575
1	13	           SITTING	0.2743	-0.005877	-0.09725	-0.989546	-0.938968	-0.938641	 0.9256	 0.101770	 0.075777	-0.9814	-0.9514	-0.9310	0.07529	-0.001123441	-0.02323972	-0.992827	-0.984268	-0.98761	-0.0355125	-0.090269	 0.0823432	-0.98584	-0.979668	-0.96690	-0.09592	-0.04104	-0.046612	-0.99137	-0.99177	-0.989861	-0.9576906	-0.93794	-0.9576906	-0.93794	-0.989498	-0.98881	-0.951143	-0.96394	-0.99260	-0.99141	-0.99014	-0.959674	-0.95618	-0.989411	-0.933667	-0.93419	-0.00935147	 0.0253459	 0.1546521	-0.992678	-0.983914	-0.98526	-0.993682	-0.985908	-0.988612	 0.264214	-0.001932843	 0.092111	-0.98322	-0.98246	-0.96838	-0.9867	-0.97827	-0.96945	 0.100551	-0.106179	 0.0136492	-0.956902	-0.9385299	 0.1505389	-0.9883485	-0.98833	 0.3606464	-0.9732583	-0.96427	 0.0076754	-0.99172	-0.99122	 0.1911022
1	13	            LAYING	0.2767	-0.020440	-0.10433	-0.968892	-0.950948	-0.950393	-0.1569	 0.656401	 0.598885	-0.9579	-0.9759	-0.9599	0.07678	 0.018344189	-0.00988390	-0.985420	-0.980152	-0.98307	-0.0097361	-0.096625	 0.1178196	-0.97214	-0.962705	-0.96735	-0.10184	-0.04177	-0.064877	-0.98140	-0.97885	-0.989802	-0.9605178	-0.94794	-0.9605178	-0.94794	-0.985468	-0.98007	-0.944303	-0.94469	-0.98545	-0.97511	-0.97472	-0.965844	-0.96630	-0.966960	-0.947462	-0.94585	-0.26299063	 0.0363425	 0.0764724	-0.985200	-0.980375	-0.98099	-0.987078	-0.981394	-0.983670	 0.169896	 0.065653700	 0.058418	-0.96946	-0.96869	-0.96913	-0.9734	-0.95994	-0.96980	-0.101927	-0.042663	 0.1465094	-0.959535	-0.9494313	 0.0815111	-0.9807544	-0.97804	 0.3007507	-0.9576816	-0.94613	 0.0502077	-0.97815	-0.97280	 0.0544470
